224	этот	этот	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#147.21#147.603
225	и	и	CCONJ	_	_	_	_	_	@vvm1939m-words#@vvm1939m#149.909#150.268
226	с	с	ADP	_	_	_	_	_	@vvm1939m-words#@vvm1939m#150.268#150.627
227	/	/	PUNCT	_	_	_	_	_	@vvm1939m-words#@vvm1939m#150.627#150.986
228	пониманием	понимание	NOUN	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#150.986#151.345
229	/	/	PUNCT	_	_	_	_	_	@vvm1939m-words#@vvm1939m#151.345#151.704
230	и	и	CCONJ	_	_	_	_	_	@vvm1939m-words#@vvm1939m#151.704#152.063
231	с	с	ADP	_	_	_	_	_	@vvm1939m-words#@vvm1939m#152.063#152.422
232	юмором	юмор	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#152.422#152.781
233	и	и	CCONJ	_	_	_	_	_	@vvm1939m-words#@vvm1939m#152.781#153.14
234	с	с	ADP	_	_	_	_	_	@vvm1939m-words#@vvm1939m#153.14#153.499
235	/	/	PUNCT	_	_	_	_	_	@vvm1939m-words#@vvm1939m#153.499#153.863
236	решениями	решение	NOUN	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Plur	_	_	_	@vvm1939m-words#@vvm1939m#154.922#155.48
237	/	/	PUNCT	_	_	_	_	_	@vvm1939m-words#@vvm1939m#155.48#156.038
238	«Домашний	«Домашний	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#156.038#156.596
239	арест»	арест»	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#156.596#157.154
240	/	/	PUNCT	_	_	_	_	_	@vvm1939m-words#@vvm1939m#157.154#157.712
241	потом	потом	ADV	_	Degree=Pos	_	_	_	@vvm1939m-words#@vvm1939m#157.712#158.27
242	/	/	PUNCT	_	_	_	_	_	@vvm1939m-words#@vvm1939m#158.27#158.828
243	«Звоните	«Звонить	VERB	_	Aspect=Imp|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@vvm1939m-words#@vvm1939m#158.828#159.386
244	Ди	Ди	PART	_		_	_	_	@vvm1939m-words#@vvm1939m#159.386#159.944
245	Каприо»	Каприо»	NOUN	_	Animacy=Inan|Case=Acc|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#159.944#160.506
246	очень	очень	ADV	_	Degree=Pos	_	_	_	@vvm1939m-words#@vvm1939m#160.941#161.709
247	талантливый	талантливый	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#161.709#162.477
248	человек	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#162.477#163.245
249	/	/	PUNCT	_	_	_	_	_	@vvm1939m-words#@vvm1939m#163.245#164.013
250	Жора	Жора	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#164.013#164.781
251	Крыжовников	Крыжовников	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#164.781#165.551
252	потом	потом	ADV	_	Degree=Pos	_	_	_	@vvm1939m-words#@vvm1939m#166.344#167.733
253	«Ненастье»	«Ненастье»	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#167.733#169.123
254	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@vvm1939m-words#@vvm1939m#169.233#169.437
255	даже	даже	PART	_	_	_	_	_	@vvm1939m-words#@vvm1939m#169.437#169.641
256	не	не	PART	_	_	_	_	_	@vvm1939m-words#@vvm1939m#169.641#169.845
257	знаете	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvm1939m-words#@vvm1939m#169.845#170.049
258	эти	этот	PRON	_	Animacy=Inan|Case=Nom|Number=Plur	_	_	_	@vvm1939m-words#@vvm1939m#170.049#170.253
259	фильмы	фильм	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@vvm1939m-words#@vvm1939m#170.253#170.457
260	да	да	PART	_	_	_	_	_	@vvm1939m-words#@vvm1939m#170.457#170.661
261	?	?	PUNCT	_	_	_	_	_	@vvm1939m-words#@vvm1939m#170.661#170.87
262	#смеется#	#смеется#	X	_		_	_	_	@vvm1939m-words#@vvm1939m#171.103#171.748
263	напрасно	напрасно	ADV	_	Degree=Pos	_	_	_	@vvm1939m-words#@vvm1939m#171.748#172.393
264	/	/	PUNCT	_	_	_	_	_	@vvm1939m-words#@vvm1939m#172.393#173.038
265	если	если	SCONJ	_	_	_	_	_	@vvm1939m-words#@vvm1939m#176.35#176.691
266	не	не	PART	_	_	_	_	_	@vvm1939m-words#@vvm1939m#176.691#177.032
267	сериалы	сериал	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@vvm1939m-words#@vvm1939m#177.032#177.373
268	?	?	PUNCT	_	_	_	_	_	@vvm1939m-words#@vvm1939m#177.373#177.714
269	ну	ну	PART	_	_	_	_	_	@vvm1939m-words#@vvm1939m#180.785#181.351
270	у	у	ADP	_	_	_	_	_	@vvm1939m-words#@vvm1939m#181.351#181.917
271	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	@vvm1939m-words#@vvm1939m#181.917#182.483
272	из	из	ADP	_	_	_	_	_	@vvm1939m-words#@vvm1939m#182.483#183.049
273	/	/	PUNCT	_	_	_	_	_	@vvm1939m-words#@vvm1939m#183.049#183.615
274	сильных	сильный	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	_	_	_	@vvm1939m-words#@vvm1939m#183.615#184.181
275	ощущений	ощущение	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur	_	_	_	@vvm1939m-words#@vvm1939m#184.181#184.747
276	/	/	PUNCT	_	_	_	_	_	@vvm1939m-words#@vvm1939m#184.747#185.313
277	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#185.313#185.879
278	картина	картина	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#185.879#186.445
279	«Горько»	«Горько»	PRED	_	_	_	_	_	@vvm1939m-words#@vvm1939m#186.445#187.012
280	и	и	CCONJ	_	_	_	_	_	@vvm1939m-words#@vvm1939m#187.805#188.166
281	«Горько	«Горько	PRED	_	_	_	_	_	@vvm1939m-words#@vvm1939m#188.166#188.527
282	два»	два»	NUM	_	Case=Nom	_	_	_	@vvm1939m-words#@vvm1939m#188.527#188.888
283	тоже	тоже	PART	_	_	_	_	_	@vvm1939m-words#@vvm1939m#188.888#189.249
284	хорошее	хороший	ADJ	_	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#189.249#189.61
285	в	в	ADP	_	_	_	_	_	@vvm1939m-words#@vvm1939m#189.74#190.124
286	общем	общий	ADJ	_	Case=Loc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#190.124#190.508
287	этот	этот	PRON	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#190.508#190.892
288	Жора	Жора	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#190.892#191.276
289	Крыжовников	Крыжовников	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#191.276#191.66
290	/	/	PUNCT	_	_	_	_	_	@vvm1939m-words#@vvm1939m#191.66#192.044
291	который	который	PRON	_	Case=Nom	_	_	_	@vvm1939m-words#@vvm1939m#192.044#192.428
292	очень	очень	ADV	_	Degree=Pos	_	_	_	@vvm1939m-words#@vvm1939m#192.428#192.812
293	ярко	ярко	ADV	_	Degree=Pos	_	_	_	@vvm1939m-words#@vvm1939m#192.812#193.196
294	начал	начать	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@vvm1939m-words#@vvm1939m#193.196#193.58
295	и	и	CCONJ	_	_	_	_	_	@vvm1939m-words#@vvm1939m#193.58#193.964
296	/	/	PUNCT	_	_	_	_	_	@vvm1939m-words#@vvm1939m#193.964#194.348
297	продолжает	продолжать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvm1939m-words#@vvm1939m#194.348#194.732
298	быть	быть	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@vvm1939m-words#@vvm1939m#194.732#195.116
299	/	/	PUNCT	_	_	_	_	_	@vvm1939m-words#@vvm1939m#195.116#195.506
300	продолжает	продолжать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvm1939m-words#@vvm1939m#196.61#197.186
301	снимать	снимать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@vvm1939m-words#@vvm1939m#197.186#197.762
302	очень	очень	ADV	_	Degree=Pos	_	_	_	@vvm1939m-words#@vvm1939m#197.762#198.338
303	яркие	яркий	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur	_	_	_	@vvm1939m-words#@vvm1939m#198.338#198.914
304	фильмы	фильм	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@vvm1939m-words#@vvm1939m#198.914#199.493
305	даже	даже	PART	_	_	_	_	_	@vvm1939m-words#@vvm1939m#199.922#200.293
306	«Самый	«Самый	ADJ	_	Animacy=Inan|Case=Acc|Degree=Sup|Gender=Masc|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#200.293#200.664
307	лучший	лучший	ADJ	_	Animacy=Inan|Case=Acc|Degree=Sup|Gender=Masc|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#200.664#201.035
308	день»	день»	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#201.035#201.406
309	/	/	PUNCT	_	_	_	_	_	@vvm1939m-words#@vvm1939m#201.406#201.777
310	такой	такой	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#201.777#202.148
311	дурашливый	дурашливый	ADJ	_	Animacy=Inan|Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#202.148#202.519
312	фильм	фильм	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#202.519#202.89
313	/	/	PUNCT	_	_	_	_	_	@vvm1939m-words#@vvm1939m#202.89#203.261
314	но	но	CCONJ	_	_	_	_	_	@vvm1939m-words#@vvm1939m#203.261#203.632
315	все	все	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#203.632#204.003
316	равно	равный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@vvm1939m-words#@vvm1939m#204.003#204.374
317	смешной	смешной	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#204.374#204.745
318	и	и	CCONJ	_	_	_	_	_	@vvm1939m-words#@vvm1939m#204.745#205.116
319	у	у	ADP	_	_	_	_	_	@vvm1939m-words#@vvm1939m#207.045#207.571
320	него	он	PRON	_	Case=Gen|Gender=Masc|Number=Sing|Person=3	_	_	_	@vvm1939m-words#@vvm1939m#207.571#208.097
321	добрые	добрый	ADJ	_	Animacy=Inan|Case=Nom|Degree=Pos|Number=Plur	_	_	_	@vvm1939m-words#@vvm1939m#208.097#208.623
322	картины	картина	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	_	_	_	@vvm1939m-words#@vvm1939m#208.623#209.149
323	да	да	CCONJ	_	_	_	_	_	@vvm1939m-words#@vvm1939m#213.09#213.265
324	/	/	PUNCT	_	_	_	_	_	@vvm1939m-words#@vvm1939m#213.265#213.441
325	да	да	CCONJ	_	_	_	_	_	@vvm1939m-words#@vvm1939m#226.402#226.782
326	меня	я	PRON	_	Case=Acc|Number=Sing|Person=1	_	_	_	@vvm1939m-words#@vvm1939m#226.782#227.162
327	было	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@vvm1939m-words#@vvm1939m#227.162#227.542
328	тоже	тоже	PART	_	_	_	_	_	@vvm1939m-words#@vvm1939m#227.542#227.922
329	полоскали	полоскать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@vvm1939m-words#@vvm1939m#227.922#228.302
330	за	за	ADP	_	_	_	_	_	@vvm1939m-words#@vvm1939m#228.302#228.682
331	то	то	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#228.682#229.062
332	что	что	CCONJ	_	_	_	_	_	@vvm1939m-words#@vvm1939m#229.062#229.442
333	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@vvm1939m-words#@vvm1939m#229.442#229.822
334	таких	такой	PRON	_	Animacy=Inan|Case=Acc|Number=Plur	_	_	_	@vvm1939m-words#@vvm1939m#229.822#230.202
335	/	/	PUNCT	_	_	_	_	_	@vvm1939m-words#@vvm1939m#230.202#230.582
336	дурачков	дурачок	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@vvm1939m-words#@vvm1939m#230.582#230.962
337	/	/	PUNCT	_	_	_	_	_	@vvm1939m-words#@vvm1939m#230.962#231.342
338	вывел	вывести	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@vvm1939m-words#@vvm1939m#231.342#231.722
339	в	в	ADP	_	_	_	_	_	@vvm1939m-words#@vvm1939m#231.722#232.102
340	картине	картина	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#232.102#232.482
341	/	/	PUNCT	_	_	_	_	_	@vvm1939m-words#@vvm1939m#232.482#232.862
342	«Любовь	«Любовь	NOUN	_	Animacy=Anim|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#232.862#233.242
343	и	и	CCONJ	_	_	_	_	_	@vvm1939m-words#@vvm1939m#233.242#233.622
344	голуби»	голуби»	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#233.622#234.006
345	тоже	тоже	PART	_	_	_	_	_	@vvm1939m-words#@vvm1939m#234.142#234.427
346	полоскали	полоскать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@vvm1939m-words#@vvm1939m#234.427#234.712
347	так	так	ADV	_	Degree=Pos	_	_	_	@vvm1939m-words#@vvm1939m#234.712#234.997
348	что	что	SCONJ	_	_	_	_	_	@vvm1939m-words#@vvm1939m#234.997#235.282
349	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@vvm1939m-words#@vvm1939m#235.282#235.567
350	как	как	SCONJ	_	_	_	_	_	@vvm1939m-words#@vvm1939m#235.567#235.857
351	это	это	PART	_	_	_	_	_	@vvm1939m-words#@vvm1939m#236.389#236.683
352	надо	надо	PRED	_	_	_	_	_	@vvm1939m-words#@vvm1939m#236.683#236.977
353	чуть-чуть	чуть-чуть	ADV	_	Degree=Pos	_	_	_	@vvm1939m-words#@vvm1939m#236.977#237.271
354	чтобы	чтобы	SCONJ	_	_	_	_	_	@vvm1939m-words#@vvm1939m#237.271#237.565
355	время	время	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#237.565#237.859
356	прошло	пройти	VERB	_	Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@vvm1939m-words#@vvm1939m#237.859#238.153
357	/	/	PUNCT	_	_	_	_	_	@vvm1939m-words#@vvm1939m#238.153#238.447
358	чтобы	чтобы	SCONJ	_	_	_	_	_	@vvm1939m-words#@vvm1939m#238.447#238.741
359	осело	осесть	VERB	_	Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@vvm1939m-words#@vvm1939m#238.741#239.035
360	в	в	ADP	_	_	_	_	_	@vvm1939m-words#@vvm1939m#239.035#239.329
361	памяти	память	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#239.329#239.623
362	/	/	PUNCT	_	_	_	_	_	@vvm1939m-words#@vvm1939m#239.623#239.917
363	и	и	CCONJ	_	_	_	_	_	@vvm1939m-words#@vvm1939m#239.917#240.211
364	по…	потом	ADV	_	Degree=Pos	_	_	_	@vvm1939m-words#@vvm1939m#240.211#240.505
365	потом	потом	ADV	_	Degree=Pos	_	_	_	@vvm1939m-words#@vvm1939m#240.505#240.799
366	/	/	PUNCT	_	_	_	_	_	@vvm1939m-words#@vvm1939m#240.799#241.093
367	чего	чего	PRON	_	Case=Loc	_	_	_	@vvm1939m-words#@vvm1939m#241.093#241.387
368	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@vvm1939m-words#@vvm1939m#241.387#241.681
369	/	/	PUNCT	_	_	_	_	_	@vvm1939m-words#@vvm1939m#241.681#241.975
370	придирался	придираться	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@vvm1939m-words#@vvm1939m#241.975#242.269
371	к	к	ADP	_	_	_	_	_	@vvm1939m-words#@vvm1939m#242.269#242.563
372	картине	картина	NOUN	_	Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#242.563#242.857
373	?	?	PUNCT	_	_	_	_	_	@vvm1939m-words#@vvm1939m#242.857#243.168
374	нет-нет	нет-нет	PRED	_	_	_	_	_	@vvm1939m-words#@vvm1939m#243.857#244.566
375	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@vvm1939m-words#@vvm1939m#244.566#245.275
376	/	/	PUNCT	_	_	_	_	_	@vvm1939m-words#@vvm1939m#245.275#245.984
377	«Горько»	«Горько»	PROPN	_	Animacy=Inan|Case=Nom|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#245.984#246.693
378	/	/	PUNCT	_	_	_	_	_	@vvm1939m-words#@vvm1939m#246.693#247.402
379	«Горько»	«Горько»	PROPN	_	Animacy=Inan|Case=Nom|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#247.402#248.116
380	ну	ну	INTJ	_	_	_	_	_	@vvm1939m-words#@vvm1939m#248.564#248.996
381	что	что	PRON	_	Case=Acc	_	_	_	@vvm1939m-words#@vvm1939m#248.996#249.428
382	вот	вот	PART	_	_	_	_	_	@vvm1939m-words#@vvm1939m#249.428#249.86
383	это	этот	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#249.86#250.292
384	свадьба	свадьба	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#250.292#250.724
385	/	/	PUNCT	_	_	_	_	_	@vvm1939m-words#@vvm1939m#250.724#251.156
386	и	и	CCONJ	_	_	_	_	_	@vvm1939m-words#@vvm1939m#251.156#251.588
387	поэтому	поэтому	ADV	_	Degree=Pos	_	_	_	@vvm1939m-words#@vvm1939m#251.588#252.02
388	естественно	естественно	ADV	_	Degree=Pos	_	_	_	@vvm1939m-words#@vvm1939m#252.02#252.452
389	там	там	ADV	_	Degree=Pos	_	_	_	@vvm1939m-words#@vvm1939m#252.452#252.884
390	много	много	NUM	_	_	_	_	_	@vvm1939m-words#@vvm1939m#252.884#253.316
391	дурного	дурной	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#253.316#253.748
392	/	/	PUNCT	_	_	_	_	_	@vvm1939m-words#@vvm1939m#253.748#254.18
393	на	на	ADP	_	_	_	_	_	@vvm1939m-words#@vvm1939m#254.18#254.612
394	свадьбе	свадьба	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#254.612#255.044
395	бы-бывает	бы-бывать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvm1939m-words#@vvm1939m#255.044#255.476
396	/	/	PUNCT	_	_	_	_	_	@vvm1939m-words#@vvm1939m#255.476#255.908
397	но	но	CCONJ	_	_	_	_	_	@vvm1939m-words#@vvm1939m#255.908#256.34
398	в	в	ADP	_	_	_	_	_	@vvm1939m-words#@vvm1939m#256.34#256.772
399	принципе	принцип	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#256.772#257.204
400	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@vvm1939m-words#@vvm1939m#257.204#257.636
401	добрая	добрый	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#257.636#258.077
402	вот	вот	PART	_	_	_	_	_	@vvm1939m-words#@vvm1939m#264.974#265.427
403	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#265.427#265.88
404	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@vvm1939m-words#@vvm1939m#265.88#266.333
405	в	в	ADP	_	_	_	_	_	@vvm1939m-words#@vvm1939m#266.333#266.786
406	меньшей	меньший	ADJ	_	Case=Loc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#266.786#267.239
407	степени	степень	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#267.239#267.692
408	/	/	PUNCT	_	_	_	_	_	@vvm1939m-words#@vvm1939m#267.692#268.145
409	привлекает	привлекать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvm1939m-words#@vvm1939m#268.145#268.603
410	не	не	PART	_	_	_	_	_	@vvm1939m-words#@vvm1939m#269.279#269.532
411	очень	очень	ADV	_	Degree=Pos	_	_	_	@vvm1939m-words#@vvm1939m#269.532#269.785
412	/	/	PUNCT	_	_	_	_	_	@vvm1939m-words#@vvm1939m#269.785#270.038
413	черт	черт	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#272.376#272.605
414	его	он	PRON	_	Case=Gen|Gender=Masc|Number=Sing|Person=3	_	_	_	@vvm1939m-words#@vvm1939m#272.605#272.834
415	/	/	PUNCT	_	_	_	_	_	@vvm1939m-words#@vvm1939m#272.834#273.063
416	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@vvm1939m-words#@vvm1939m#273.063#273.292
417	не	не	PART	_	_	_	_	_	@vvm1939m-words#@vvm1939m#273.292#273.521
418	могу	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvm1939m-words#@vvm1939m#273.521#273.75
419	сказать	сказать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@vvm1939m-words#@vvm1939m#273.75#273.979
420	вам	вы	PRON	_	Case=Dat|Number=Plur|Person=2	_	_	_	@vvm1939m-words#@vvm1939m#273.979#274.208
421	что	что	PRON	_	Case=Acc	_	_	_	@vvm1939m-words#@vvm1939m#274.208#274.441
422	но	но	CCONJ	_	_	_	_	_	@vvm1939m-words#@vvm1939m#275.577#276.182
423	как-то	как-то	ADV	_	Degree=Pos	_	_	_	@vvm1939m-words#@vvm1939m#276.182#276.787
424	это	это	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#276.787#277.392
425	/	/	PUNCT	_	_	_	_	_	@vvm1939m-words#@vvm1939m#277.392#277.997
426	начинает	начинать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvm1939m-words#@vvm1939m#277.997#278.602
427	сразу	сразу	ADV	_	Degree=Pos	_	_	_	@vvm1939m-words#@vvm1939m#278.602#279.207
428	/	/	PUNCT	_	_	_	_	_	@vvm1939m-words#@vvm1939m#279.207#279.812
429	начиная	начинать	VERB	_	Aspect=Imp|VerbForm=Ger|Voice=Act	_	_	_	@vvm1939m-words#@vvm1939m#279.812#280.417
430	с	с	ADP	_	_	_	_	_	@vvm1939m-words#@vvm1939m#280.417#281.022
431	костюмов	костюм	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@vvm1939m-words#@vvm1939m#281.022#281.627
432	/	/	PUNCT	_	_	_	_	_	@vvm1939m-words#@vvm1939m#281.627#282.232
433	которые	который	PRON	_	Case=Nom|Number=Plur	_	_	_	@vvm1939m-words#@vvm1939m#282.232#282.837
434	не	не	PART	_	_	_	_	_	@vvm1939m-words#@vvm1939m#282.837#283.442
435	не	не	PART	_	_	_	_	_	@vvm1939m-words#@vvm1939m#283.442#284.047
436	достоверны	достоверный	ADJ	_	Degree=Pos|Number=Plur|Variant=Short	_	_	_	@vvm1939m-words#@vvm1939m#284.047#284.652
437	/	/	PUNCT	_	_	_	_	_	@vvm1939m-words#@vvm1939m#284.652#285.257
438	лица	лицо	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Plur	_	_	_	@vvm1939m-words#@vvm1939m#285.257#285.862
439	не	не	PART	_	_	_	_	_	@vvm1939m-words#@vvm1939m#285.862#286.467
440	достоверны	достоверный	ADJ	_	Degree=Pos|Number=Plur|Variant=Short	_	_	_	@vvm1939m-words#@vvm1939m#286.467#287.072
441	/	/	PUNCT	_	_	_	_	_	@vvm1939m-words#@vvm1939m#287.072#287.677
442	прически	прическа	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	_	_	_	@vvm1939m-words#@vvm1939m#287.677#288.282
443	/	/	PUNCT	_	_	_	_	_	@vvm1939m-words#@vvm1939m#288.282#288.887
444	все	все	PRON	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#288.887#289.492
445	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#289.492#290.103
